clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
口腔顎面外科_O2,03 診,住院醫師,1,,--:--,03;,2017-11-02 15:51:15.859248
口腔顎面外科_O2,04 診,住院醫師,0,,--:--,,2017-11-02 15:51:15.859248
口腔顎面外科_O1,06 診,李正喆,1,,12:38,05;,2017-11-02 15:51:15.859248
口腔顎面外科_O2,08 診,章浩宏,1,,--:--,03;05;,2017-11-02 15:51:15.859248
補綴_O2,12 診,王若松,1,,--:--,03;,2017-11-02 15:51:15.859248
口腔黏膜_O1,14 診,王逸平,1,,12:51,05;,2017-11-02 15:51:15.859248
普通門診_O1,20 診,徐幼群,1,,--:--,05;,2017-11-02 15:51:15.859248
普通門診_O1,21 診,,1,13,15:36,05;,2017-11-02 15:51:15.859248
醫師約診_O2,23 診,楊湘,1,,--:--,03;05;,2017-11-02 15:51:15.859248
醫師約診_O2,24 診,曾琬瑜,1,,--:--,03;,2017-11-02 15:51:15.859248
醫師約診_O2,25 診,鄭景暉,1,,--:--,03;,2017-11-02 15:51:15.859248
醫師約診_O2,26 診,,1,,--:--,05;,2017-11-02 15:51:15.859248
醫師約診_O2,27 診,徐幼群,1,,--:--,03;05;,2017-11-02 15:51:15.859248
牙體復形_O2,31 診,曾琬瑜,1,,--:--,03;,2017-11-02 15:51:15.859248
牙髓病治療_O2,35 診,鄭景暉,1,,--:--,03;,2017-11-02 15:51:15.859248
補綴_O2,39 診,林倩如,1,,--:--,03;,2017-11-02 15:51:15.859248
補綴_O2,44 診,徐幼群,1,,--:--,05;,2017-11-02 15:51:15.859248
補綴_O2,45 診,楊宗傑,1,,--:--,03;,2017-11-02 15:51:15.859248
補綴_O2,46 診,胡家源,1,,--:--,03;,2017-11-02 15:51:15.859248
牙周病_O2,51 診,,1,,--:--,,2017-11-02 15:51:15.859248
齒顎矯正自費門診_O1,59 診,姚宗珍,1,,--:--,04;05;,2017-11-02 15:51:15.859248
齒列矯正_O2,62 診,姚宗珍,0,,--:--,,2017-11-02 15:51:15.859248
醫師約診_O2,72 診,陳漪紋,1,,--:--,03;,2017-11-02 15:51:15.859248
特別門診_O2,73 診,陳敏慧,1,,--:--,03;,2017-11-02 15:51:15.859248
醫師約診_O2,74 診,林俊彬,1,,--:--,03;,2017-11-02 15:51:15.859248
特別門診_O2,75 診,蕭裕源,1,,--:--,03;,2017-11-02 15:51:15.859248
特別門診_O2,76 診,王東美,1,,--:--,03;,2017-11-02 15:51:15.859248
