clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
醫師約診_O2,01 診,莊立民,0,8,09:42,,2017-11-03 09:43:13.177667
呼吸系_O1,02 診,,0,7,09:30,,2017-11-03 09:43:13.177667
醫師約診_O2,03 診,翁昭旼,0,3,09:35,,2017-11-03 09:43:13.177667
呼吸系_O1,04 診,吳尚俊,0,6,09:39,03;,2017-11-03 09:43:13.177667
內分泌_O1,05 診,王治元,0,6,09:42,,2017-11-03 09:43:13.177667
心臟血管_O1,06 診,林茂欣,0,20,09:42,,2017-11-03 09:43:13.177667
普通門診_O1,07 診,,0,7,09:39,,2017-11-03 09:43:13.177667
醫師約診_O2,08 診,,0,,--:--,,2017-11-03 09:43:13.177667
醫師約診_O2,10 診,陳健弘,0,29,09:42,,2017-11-03 09:43:13.177667
感染症_O1,11 診,王振泰,0,7,09:39,03;,2017-11-03 09:43:13.177667
呼吸系_O1,12 診,吳惠東,0,12,09:37,03;,2017-11-03 09:43:13.177667
醫師約診_O2,13 診,江君揚,0,13,09:40,,2017-11-03 09:43:13.177667
普通門診_O1,14 診,李嘉哲,0,20,09:42,03;,2017-11-03 09:43:13.177667
腎臟科_O1,15 診,賴台軒,0,6,09:37,,2017-11-03 09:43:13.177667
普通門診_O1,16 診,王振源,0,8,09:37,03;,2017-11-03 09:43:13.177667
醫師約診_O2,17 診,高憲立,0,9,09:37,03;,2017-11-03 09:43:13.177667
內分泌教學診_O5,18 診,林家宏,0,9,09:35,05;,2017-11-03 09:43:13.177667
心臟血管_O1,19 診,李百卿,0,10,09:43,,2017-11-03 09:43:13.177667
呼吸系教學診_O5,20 診,劉家榮,0,3,09:24,05;,2017-11-03 09:43:13.177667
普通門診_O1,21 診,姚明,0,8,09:39,,2017-11-03 09:43:13.177667
血液病_O1,22 診,周聖傑,0,11,09:36,,2017-11-03 09:43:13.177667
血液病_O1,24 診,黃聖懿,0,3,09:42,,2017-11-03 09:43:13.177667
感染症_O2,25 診,莊祐中,0,14,09:36,03;,2017-11-03 09:43:13.177667
感染症_O1,26 診,盛望徽,1,12,09:42,,2017-11-03 09:43:13.177667
心臟血管_O2,27 診,江福田,0,7,09:39,,2017-11-03 09:43:13.177667
普通門診_O1,29 診,鄭之勛,0,6,09:34,,2017-11-03 09:43:13.177667
心臟血管_O1,30 診,陳錦澤,0,6,09:38,,2017-11-03 09:43:13.177667
腎及高血壓_O2,32 診,,0,,--:--,,2017-11-03 09:43:13.177667
醫師約診_O2,34 診,,0,20,09:40,,2017-11-03 09:43:13.177667
內分泌_O1,35 診,呂金盈,0,16,09:35,,2017-11-03 09:43:13.177667
普通門診_O1,36 診,林隆君,0,7,09:40,,2017-11-03 09:43:13.177667
教學門診_O5,39 診,主治醫師,0,3,09:31,05;,2017-11-03 09:43:13.177667
教學門診_O5,42 診,陳永銘,0,,--:--,,2017-11-03 09:43:13.177667
內分泌_O2,45 診,王秋香,0,,--:--,,2017-11-03 09:43:13.177667
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-11-03 09:43:13.177667
腹膜透析_O2,50 診,吳寬墩,0,,--:--,03;,2017-11-03 09:43:13.177667
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-11-03 09:43:13.177667
感染症_O2,98 診,主治醫師,0,,--:--,,2017-11-03 09:43:13.177667
醫師約診_O2,99 診,主治醫師,0,,--:--,,2017-11-03 09:43:13.177667
