clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
腎泌尿系_O2,01 診,陳永銘,1,,17:06,,2017-11-03 17:49:05.907886
腎泌尿系_O2,03 診,吳明修,0,37,17:45,,2017-11-03 17:49:05.907886
消化系_O2,04 診,李宣書,1,,17:04,,2017-11-03 17:49:05.907886
血液病_O2,05 診,黃聖懿,1,,--:--,03;,2017-11-03 17:49:05.907886
血液病_O2,06 診,柯博升,1,,16:58,,2017-11-03 17:49:05.907886
血液病_O1,07 診,黃泰中,1,,17:13,,2017-11-03 17:49:05.907886
血液病_O2,08 診,唐季祿,1,,17:05,,2017-11-03 17:49:05.907886
心臟血管_O1,10 診,葉志凡,1,,17:06,,2017-11-03 17:49:05.907886
心臟血管_O1,11 診,,1,,16:51,,2017-11-03 17:49:05.907886
呼吸系_O1,12 診,許嘉林,0,57,17:40,,2017-11-03 17:49:05.907886
消化系_O2,13 診,楊培銘,1,,17:16,,2017-11-03 17:49:05.907886
消化系_O1,14 診,陳介章,0,61,17:45,,2017-11-03 17:49:05.907886
感染症_O1,15 診,鄭琬豒,1,,17:45,,2017-11-03 17:49:05.907886
血液病_O1,16 診,蔡承宏,0,25,17:34,,2017-11-03 17:49:05.907886
風濕病/關節炎_O1,17 診,郭佑民,0,75,17:46,,2017-11-03 17:49:05.907886
呼吸系_O1,18 診,陳啟信,0,32,17:37,03;,2017-11-03 17:49:05.907886
醫師約診_O2,19 診,李啟明,0,,14:41,,2017-11-03 17:49:05.907886
內分泌_O2,20 診,邱偉益,0,52,17:48,03;,2017-11-03 17:49:05.907886
心臟血管教學診_O5,22 診,潘恆宇,1,,16:49,,2017-11-03 17:49:05.907886
消化系_O2,23 診,翁昭旼,0,20,17:44,03;,2017-11-03 17:49:05.907886
血液病_O1,24 診,陳尹愷,0,32,17:34,,2017-11-03 17:49:05.907886
呼吸系_O1,25 診,楊景堯,0,24,17:44,,2017-11-03 17:49:05.907886
感染症_O2,26 診,盛望徽,0,,17:25,05;,2017-11-03 17:49:05.907886
消化系_O1,27 診,洪俊銘,0,33,17:33,,2017-11-03 17:49:05.907886
腎臟科_O1,28 診,姜文智,1,,16:57,,2017-11-03 17:49:05.907886
消化系_O1,29 診,鄭祖耀,0,40,17:47,,2017-11-03 17:49:05.907886
心臟血管_O1,30 診,陳文鍾,1,,17:09,,2017-11-03 17:49:05.907886
內分泌_O2,31 診,張天鈞,1,,17:21,03;,2017-11-03 17:49:05.907886
心臟血管_O1,32 診,劉言彬,0,58,17:47,,2017-11-03 17:49:05.907886
呼吸系_O1,33 診,黃俊凱,0,31,17:42,,2017-11-03 17:49:05.907886
感染症_O1,34 診,胡婉妍,1,,17:22,,2017-11-03 17:49:05.907886
新陳代謝_O2,36 診,曾慶孝,1,,16:31,,2017-11-03 17:49:05.907886
血液病_O1,38 診,林耘曲,1,,16:17,,2017-11-03 17:49:05.907886
醫師約診_O2,40 診,林亮宇,1,,16:31,03;,2017-11-03 17:49:05.907886
內分泌_O2,42 診,王治元,0,53,17:48,03;,2017-11-03 17:49:05.907886
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-11-03 17:49:05.907886
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-11-03 17:49:05.907886
感染症_O2,98 診,主治醫師,0,,--:--,,2017-11-03 17:49:05.907886
