hospital_name,hospital_subname,clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,am_pm,timestamp,remark1,remark2,remark3
NTUH,總院區,醫師約診_O2,03 診,吳明賢,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,心臟血管_O1,04 診,黃慶昌,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,消化系_O2,05 診,曾岱宗,0,58,13:42,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,心臟血管_O1,06 診,賀立婷,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,心臟血管_O1,07 診,林鴻儒,0,,--:--,上午,2018-01-31 14:03:23.074705,01;,,
NTUH,總院區,腎臟科_O1,08 診,姜文智,1,73,13:56,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,感染症_O1,09 診,陳宜君,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,消化系_O1,10 診,陳美志,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,血液病_O1,11 診,,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,醫師約診_O2,12 診,林茂欣,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,感染症_O1,13 診,,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,醫師約診_O2,14 診,張博淵,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,腎臟科_O1,15 診,陳永銘,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,新陳代謝_O1,16 診,江怡德,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,心臟血管_O1,17 診,黃建華,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,心臟血管_O1,18 診,陳盈憲,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,內分泌_O1,19 診,張家勳,1,,--:--,上午,2018-01-31 14:03:23.074705,03;,,
NTUH,總院區,消化系_O1,20 診,何汶璁,1,,--:--,上午,2018-01-31 14:03:23.074705,05;,,
NTUH,總院區,新陳代謝_O2,21 診,莊立民,1,,--:--,上午,2018-01-31 14:03:23.074705,03;,,
NTUH,總院區,消化系_O2,22 診,梁嘉德,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,感染症_O2,23 診,孫幸筠,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,血液病教學診_O5,24 診,邱柏儒,1,,--:--,上午,2018-01-31 14:03:23.074705,05;,,
NTUH,總院區,腎臟科_O1,25 診,黃道民,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,醫師約診_O2,26 診,蘇大成,0,71,13:58,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,呼吸系_O1,27 診,林敬凱,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,心臟血管教學診_O5,28 診,黃邦碩,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,呼吸系_O1,29 診,郭耀文,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,內分泌_O2,31 診,施翔蓉,0,92,13:42,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,消化系_O1,32 診,廖思涵,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,腎臟科_O1,33 診,洪冠予,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,血液病_O1,35 診,陳建源,1,,--:--,上午,2018-01-31 14:03:23.074705,01;,,
NTUH,總院區,內分泌_O2,36 診,,0,,--:--,上午,2018-01-31 14:03:23.074705,03;,,
NTUH,總院區,呼吸系_O1,38 診,林明澤,1,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,教學門診_O5,39 診,主治醫師,1,,--:--,上午,2018-01-31 14:03:23.074705,05;,,
NTUH,總院區,教學門診_O5,42 診,王怡智,1,,--:--,上午,2018-01-31 14:03:23.074705,02;05;,,
NTUH,總院區,內分泌_O2,45 診,王秋香,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,醫師約診_O2,46 診,熊育敏,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,醫師約診_O2,95 診,主治醫師,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,感染症_O2,98 診,主治醫師,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
NTUH,總院區,醫師約診_O2,99 診,主治醫師,0,,--:--,上午,2018-01-31 14:03:23.074705,,,
