hospital_name,hospital_subname,clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,am_pm,timestamp,remark1,remark2,remark3
NTUH,總院區,口腔顎面外科_O2,02 診,林鴻穎,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,口腔顎面外科_O2,03 診,住院醫師,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,口腔顎面外科_O2,07 診,陳信銘,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,口腔顎面外科_O1,09 診,鄭世榮,0,1,14:04,下午,2018-01-31 14:08:16.086464,05;,,
NTUH,總院區,口腔顎面外科_O2,11 診,柯惠馨,0,,--:--,下午,2018-01-31 14:08:16.086464,,,
NTUH,總院區,補綴_O2,12 診,陳韻之,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,普通門診_O1,20 診,姜昱至,0,10,14:02,下午,2018-01-31 14:08:16.086464,05;,,
NTUH,總院區,普通門診_O1,22 診,,0,,--:--,下午,2018-01-31 14:08:16.086464,05;,,
NTUH,總院區,醫師約診_O2,23 診,林思洸,0,,--:--,下午,2018-01-31 14:08:16.086464,05;,,
NTUH,總院區,醫師約診_O2,24 診,姜昱至,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,醫師約診_O2,26 診,,0,,--:--,下午,2018-01-31 14:08:16.086464,03;05;,,
NTUH,總院區,醫師約診_O2,27 診,徐幼群,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,牙周病_O2,28 診,,0,,--:--,下午,2018-01-31 14:08:16.086464,03;05;,,
NTUH,總院區,醫師約診_O2,29 診,林俊彬,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,牙體復形_O2,33 診,姜昱至,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,牙髓病治療_O2,34 診,林俊彬,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,牙髓病治療_O2,36 診,林思洸,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,補綴_O2,44 診,陳韻之,0,,--:--,下午,2018-01-31 14:08:16.086464,05;,,
NTUH,總院區,補綴_O2,47 診,徐幼群,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,牙周病_O2,50 診,,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,齒顎矯正自費門診_O1,60 診,徐儷芳,0,,--:--,下午,2018-01-31 14:08:16.086464,04;05;,,
NTUH,總院區,齒列矯正_O2,62 診,,0,,--:--,下午,2018-01-31 14:08:16.086464,,,
NTUH,總院區,醫師約診_O2,72 診,李苑玲,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,牙體復形_O2,73 診,曾琬瑜,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,醫師約診_O2,74 診,林俊彬,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,醫師約診_O2,75 診,章浩宏,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
NTUH,總院區,特別門診_O2,76 診,李明澍,0,,--:--,下午,2018-01-31 14:08:16.086464,03;,,
