clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
醫師約診_O2,03 診,吳明賢,1,,--:--,,2018-01-31 13:53:46.505727
心臟血管_O1,04 診,黃慶昌,0,,13:26,,2018-01-31 13:53:46.505727
消化系_O2,05 診,曾岱宗,0,58,13:42,,2018-01-31 13:53:46.505727
心臟血管_O1,06 診,賀立婷,1,,--:--,,2018-01-31 13:53:46.505727
心臟血管_O1,07 診,林鴻儒,0,,--:--,01;,2018-01-31 13:53:46.505727
腎臟科_O1,08 診,姜文智,1,71,13:53,,2018-01-31 13:53:46.505727
感染症_O1,09 診,陳宜君,1,,--:--,,2018-01-31 13:53:46.505727
消化系_O1,10 診,陳美志,1,,--:--,,2018-01-31 13:53:46.505727
血液病_O1,11 診,,0,,--:--,,2018-01-31 13:53:46.505727
醫師約診_O2,12 診,林茂欣,1,,--:--,,2018-01-31 13:53:46.505727
感染症_O1,13 診,,0,,--:--,,2018-01-31 13:53:46.505727
醫師約診_O2,14 診,張博淵,1,,--:--,,2018-01-31 13:53:46.505727
腎臟科_O1,15 診,陳永銘,1,,--:--,,2018-01-31 13:53:46.505727
新陳代謝_O1,16 診,江怡德,1,,--:--,,2018-01-31 13:53:46.505727
心臟血管_O1,17 診,黃建華,1,,--:--,,2018-01-31 13:53:46.505727
心臟血管_O1,18 診,陳盈憲,1,,--:--,,2018-01-31 13:53:46.505727
內分泌_O1,19 診,張家勳,1,,--:--,03;,2018-01-31 13:53:46.505727
消化系_O1,20 診,何汶璁,1,,--:--,05;,2018-01-31 13:53:46.505727
新陳代謝_O2,21 診,莊立民,1,,--:--,03;,2018-01-31 13:53:46.505727
消化系_O2,22 診,梁嘉德,1,,--:--,,2018-01-31 13:53:46.505727
感染症_O2,23 診,孫幸筠,1,,--:--,,2018-01-31 13:53:46.505727
血液病教學診_O5,24 診,邱柏儒,1,,--:--,05;,2018-01-31 13:53:46.505727
腎臟科_O1,25 診,黃道民,1,,--:--,,2018-01-31 13:53:46.505727
醫師約診_O2,26 診,蘇大成,0,70,13:51,,2018-01-31 13:53:46.505727
呼吸系_O1,27 診,林敬凱,1,,--:--,,2018-01-31 13:53:46.505727
心臟血管教學診_O5,28 診,黃邦碩,1,,--:--,,2018-01-31 13:53:46.505727
呼吸系_O1,29 診,郭耀文,1,,--:--,,2018-01-31 13:53:46.505727
內分泌_O2,31 診,施翔蓉,0,92,13:42,,2018-01-31 13:53:46.505727
消化系_O1,32 診,廖思涵,1,,--:--,,2018-01-31 13:53:46.505727
腎臟科_O1,33 診,洪冠予,1,,--:--,,2018-01-31 13:53:46.505727
血液病_O1,35 診,陳建源,1,,--:--,01;,2018-01-31 13:53:46.505727
內分泌_O2,36 診,,0,,--:--,03;,2018-01-31 13:53:46.505727
呼吸系_O1,38 診,林明澤,1,,--:--,,2018-01-31 13:53:46.505727
教學門診_O5,39 診,主治醫師,1,,--:--,05;,2018-01-31 13:53:46.505727
教學門診_O5,42 診,王怡智,1,,--:--,02;05;,2018-01-31 13:53:46.505727
內分泌_O2,45 診,王秋香,0,,--:--,,2018-01-31 13:53:46.505727
醫師約診_O2,46 診,熊育敏,0,,--:--,,2018-01-31 13:53:46.505727
醫師約診_O2,95 診,主治醫師,0,,--:--,,2018-01-31 13:53:46.505727
感染症_O2,98 診,主治醫師,0,,--:--,,2018-01-31 13:53:46.505727
醫師約診_O2,99 診,主治醫師,0,,--:--,,2018-01-31 13:53:46.505727
