clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
醫師約診_O2,01 診,莊立民,1,,12:19,,2017-11-03 12:38:15.399502
呼吸系_O1,02 診,,0,31,12:37,,2017-11-03 12:38:15.399502
醫師約診_O2,03 診,翁昭旼,0,38,12:37,,2017-11-03 12:38:15.399502
呼吸系_O1,04 診,吳尚俊,1,,12:26,03;,2017-11-03 12:38:15.399502
內分泌_O1,05 診,王治元,1,70,12:37,,2017-11-03 12:38:15.399502
心臟血管_O1,06 診,林茂欣,1,,12:12,,2017-11-03 12:38:15.399502
普通門診_O1,07 診,,0,33,12:32,,2017-11-03 12:38:15.399502
醫師約診_O2,08 診,,0,,--:--,,2017-11-03 12:38:15.399502
醫師約診_O2,10 診,陳健弘,1,,12:00,,2017-11-03 12:38:15.399502
感染症_O1,11 診,王振泰,1,,11:46,03;,2017-11-03 12:38:15.399502
呼吸系_O1,12 診,吳惠東,1,,12:05,03;,2017-11-03 12:38:15.399502
醫師約診_O2,13 診,江君揚,1,,12:10,,2017-11-03 12:38:15.399502
普通門診_O1,14 診,李嘉哲,1,,12:00,03;,2017-11-03 12:38:15.399502
腎臟科_O1,15 診,賴台軒,1,,12:01,,2017-11-03 12:38:15.399502
普通門診_O1,16 診,王振源,0,25,12:32,03;,2017-11-03 12:38:15.399502
醫師約診_O2,17 診,高憲立,1,,12:03,03;,2017-11-03 12:38:15.399502
內分泌教學診_O5,18 診,林家宏,1,,12:01,05;,2017-11-03 12:38:15.399502
心臟血管_O1,19 診,李百卿,1,33,11:31,,2017-11-03 12:38:15.399502
呼吸系教學診_O5,20 診,劉家榮,1,,12:17,05;,2017-11-03 12:38:15.399502
普通門診_O1,21 診,姚明,0,26,12:32,,2017-11-03 12:38:15.399502
血液病_O1,22 診,周聖傑,1,,12:23,,2017-11-03 12:38:15.399502
血液病_O1,24 診,黃聖懿,0,44,12:28,,2017-11-03 12:38:15.399502
感染症_O2,25 診,莊祐中,0,,12:00,03;,2017-11-03 12:38:15.399502
感染症_O1,26 診,盛望徽,1,,--:--,,2017-11-03 12:38:15.399502
心臟血管_O2,27 診,江福田,0,52,12:37,,2017-11-03 12:38:15.399502
普通門診_O1,29 診,鄭之勛,1,,12:24,,2017-11-03 12:38:15.399502
心臟血管_O1,30 診,陳錦澤,0,,12:22,,2017-11-03 12:38:15.399502
腎及高血壓_O2,32 診,,0,,--:--,,2017-11-03 12:38:15.399502
醫師約診_O2,34 診,,1,,12:00,,2017-11-03 12:38:15.399502
內分泌_O1,35 診,呂金盈,0,62,12:37,,2017-11-03 12:38:15.399502
普通門診_O1,36 診,林隆君,1,,12:26,,2017-11-03 12:38:15.399502
教學門診_O5,39 診,主治醫師,1,,12:11,05;,2017-11-03 12:38:15.399502
教學門診_O5,42 診,陳永銘,1,,--:--,,2017-11-03 12:38:15.399502
內分泌_O2,45 診,王秋香,0,,--:--,,2017-11-03 12:38:15.399502
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-11-03 12:38:15.399502
腹膜透析_O2,50 診,吳寬墩,1,,--:--,03;,2017-11-03 12:38:15.399502
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-11-03 12:38:15.399502
感染症_O2,98 診,主治醫師,0,,--:--,,2017-11-03 12:38:15.399502
醫師約診_O2,99 診,主治醫師,0,,--:--,,2017-11-03 12:38:15.399502
