clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
醫師約診_O2,01 診,,0,,--:--,,2017-10-31 11:55:42.539204
腎臟科_O1,02 診,吳寬墩,0,9,11:51,,2017-10-31 11:55:42.539204
心臟血管_O1,03 診,黃惠君,0,41,11:54,,2017-10-31 11:55:42.539204
血液病_O1,04 診,林建廷,0,29,11:55,,2017-10-31 11:55:42.539204
腎及高血壓_O2,05 診,高芷華,0,41,11:55,,2017-10-31 11:55:42.539204
呼吸系_O2,06 診,李麗娜,1,,11:36,,2017-10-31 11:55:42.539204
內分泌_O1,07 診,曾慶孝,0,76,11:33,,2017-10-31 11:55:42.539204
心臟血管_O1,08 診,游治節,0,28,11:50,,2017-10-31 11:55:42.539204
呼吸系_O1,09 診,古世基,0,22,11:53,,2017-10-31 11:55:42.539204
消化系_O1,10 診,陳淑靜,1,,11:49,,2017-10-31 11:55:42.539204
心臟血管_O1,11 診,吳慶南,0,23,11:52,,2017-10-31 11:55:42.539204
心臟血管_O1,12 診,李任光,0,77,11:51,,2017-10-31 11:55:42.539204
呼吸系_O1,13 診,錢穎群,0,19,11:55,,2017-10-31 11:55:42.539204
血液病_O1,14 診,吳尚儒,0,37,11:46,,2017-10-31 11:55:42.539204
心臟血管_O1,15 診,林亮宇,0,28,11:52,,2017-10-31 11:55:42.539204
消化系_O1,16 診,陳冠州,0,19,11:50,,2017-10-31 11:55:42.539204
呼吸系_O2,17 診,施金元,0,33,11:50,,2017-10-31 11:55:42.539204
腎及高血壓_O1,18 診,吳允升,0,40,11:53,03;,2017-10-31 11:55:42.539204
心臟血管_O1,19 診,楊鎧鍵,0,11,11:52,03;,2017-10-31 11:55:42.539204
風濕病/關節炎_O2,20 診,謝松洲,0,,--:--,,2017-10-31 11:55:42.539204
消化系_O1,21 診,梁嘉德,0,53,11:53,,2017-10-31 11:55:42.539204
風濕病/關節炎_O1,23 診,陳茂源,0,44,11:52,,2017-10-31 11:55:42.539204
腎臟科_O1,24 診,楊紹佑,0,33,11:33,,2017-10-31 11:55:42.539204
風濕病/關節炎_O1,25 診,許秉寧,0,93,11:54,,2017-10-31 11:55:42.539204
感染症_O1,27 診,莊祐中,0,31,11:54,,2017-10-31 11:55:42.539204
呼吸系_O1,28 診,楊景堯,0,38,11:47,,2017-10-31 11:55:42.539204
消化系_O1,29 診,梁凱舜,0,15,11:52,05;,2017-10-31 11:55:42.539204
消化系_O1,31 診,楊宏志,0,51,11:54,,2017-10-31 11:55:42.539204
血液病_O1,33 診,黃懷萱,0,23,11:53,,2017-10-31 11:55:42.539204
消化系_O1,34 診,,0,45,11:55,,2017-10-31 11:55:42.539204
感染症_O2,35 診,孔祥琪,1,3,10:46,03;,2017-10-31 11:55:42.539204
醫師約診_O2,36 診,吳政翰,0,4,10:50,05;,2017-10-31 11:55:42.539204
血液病_O1,38 診,,0,38,11:53,,2017-10-31 11:55:42.539204
教學門診_O5,39 診,主治醫師,0,5,11:25,05;,2017-10-31 11:55:42.539204
教學門診_O5,42 診,陳建源,0,5,10:29,,2017-10-31 11:55:42.539204
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-10-31 11:55:42.539204
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-10-31 11:55:42.539204
感染症_O2,98 診,主治醫師,0,,--:--,,2017-10-31 11:55:42.539204
醫師約診_O2,99 診,主治醫師,0,,--:--,04;,2017-10-31 11:55:42.539204
