clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
醫師約診_O2,01 診,莊立民,1,7,09:45,,2017-11-03 11:08:13.076710
呼吸系_O1,02 診,,0,21,10:59,,2017-11-03 11:08:13.076710
醫師約診_O2,03 診,翁昭旼,0,21,11:06,,2017-11-03 11:08:13.076710
呼吸系_O1,04 診,吳尚俊,0,24,11:03,03;,2017-11-03 11:08:13.076710
內分泌_O1,05 診,王治元,0,34,11:08,,2017-11-03 11:08:13.076710
心臟血管_O1,06 診,林茂欣,0,43,11:08,,2017-11-03 11:08:13.076710
普通門診_O1,07 診,,0,22,11:08,,2017-11-03 11:08:13.076710
醫師約診_O2,08 診,,0,,--:--,,2017-11-03 11:08:13.076710
醫師約診_O2,10 診,陳健弘,0,38,10:41,,2017-11-03 11:08:13.076710
感染症_O1,11 診,王振泰,0,23,11:07,03;,2017-11-03 11:08:13.076710
呼吸系_O1,12 診,吳惠東,0,31,11:01,03;,2017-11-03 11:08:13.076710
醫師約診_O2,13 診,江君揚,0,9,11:02,,2017-11-03 11:08:13.076710
普通門診_O1,14 診,李嘉哲,0,26,11:07,03;,2017-11-03 11:08:13.076710
腎臟科_O1,15 診,賴台軒,0,17,11:06,,2017-11-03 11:08:13.076710
普通門診_O1,16 診,王振源,0,16,11:07,03;,2017-11-03 11:08:13.076710
醫師約診_O2,17 診,高憲立,0,45,11:07,03;,2017-11-03 11:08:13.076710
內分泌教學診_O5,18 診,林家宏,0,2,10:54,05;,2017-11-03 11:08:13.076710
心臟血管_O1,19 診,李百卿,0,26,11:01,,2017-11-03 11:08:13.076710
呼吸系教學診_O5,20 診,劉家榮,0,5,10:43,05;,2017-11-03 11:08:13.076710
普通門診_O1,21 診,姚明,0,16,11:07,,2017-11-03 11:08:13.076710
血液病_O1,22 診,周聖傑,0,28,11:05,,2017-11-03 11:08:13.076710
血液病_O1,24 診,黃聖懿,0,27,11:08,,2017-11-03 11:08:13.076710
感染症_O2,25 診,莊祐中,0,2,11:05,03;,2017-11-03 11:08:13.076710
感染症_O1,26 診,盛望徽,1,,--:--,,2017-11-03 11:08:13.076710
心臟血管_O2,27 診,江福田,0,30,10:58,,2017-11-03 11:08:13.076710
普通門診_O1,29 診,鄭之勛,0,28,11:07,,2017-11-03 11:08:13.076710
心臟血管_O1,30 診,陳錦澤,0,30,11:05,,2017-11-03 11:08:13.076710
腎及高血壓_O2,32 診,,0,,--:--,,2017-11-03 11:08:13.076710
醫師約診_O2,34 診,,0,20,09:40,,2017-11-03 11:08:13.076710
內分泌_O1,35 診,呂金盈,0,37,11:06,,2017-11-03 11:08:13.076710
普通門診_O1,36 診,林隆君,0,29,11:06,,2017-11-03 11:08:13.076710
教學門診_O5,39 診,主治醫師,0,1,10:18,05;,2017-11-03 11:08:13.076710
教學門診_O5,42 診,陳永銘,0,,--:--,,2017-11-03 11:08:13.076710
內分泌_O2,45 診,王秋香,0,,--:--,,2017-11-03 11:08:13.076710
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-11-03 11:08:13.076710
腹膜透析_O2,50 診,吳寬墩,0,,--:--,03;,2017-11-03 11:08:13.076710
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-11-03 11:08:13.076710
感染症_O2,98 診,主治醫師,0,,--:--,,2017-11-03 11:08:13.076710
醫師約診_O2,99 診,主治醫師,0,,--:--,,2017-11-03 11:08:13.076710
