clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
醫師約診_O2,01 診,連文彬,1,,--:--,,2017-11-02 15:51:16.396279
普通門診_O1,02 診,周文堅,1,,--:--,,2017-11-02 15:51:16.396279
消化系_O2,03 診,賴祐平,1,,--:--,,2017-11-02 15:51:16.396279
腎臟科_O1,04 診,,0,,--:--,,2017-11-02 15:51:16.396279
醫師約診_O2,05 診,謝思民,1,,--:--,,2017-11-02 15:51:16.396279
心臟血管_O1,07 診,,0,,--:--,,2017-11-02 15:51:16.396279
腎臟科教學診_O5,08 診,嚴崇仁,1,,--:--,,2017-11-02 15:51:16.396279
心臟血管_O2,09 診,張維典,0,75,15:44,,2017-11-02 15:51:16.396279
普通門診_O1,10 診,田蕙芬,1,,--:--,,2017-11-02 15:51:16.396279
醫師約診_O2,11 診,張芳杰,1,,--:--,,2017-11-02 15:51:16.396279
腎臟科_O1,12 診,李素慧,1,,--:--,,2017-11-02 15:51:16.396279
風濕病/關節炎_O1,13 診,殷光達,1,,14:51,,2017-11-02 15:51:16.396279
腎及高血壓_O1,14 診,,0,,--:--,,2017-11-02 15:51:16.396279
腎臟科_O1,15 診,吳明修,1,,--:--,,2017-11-02 15:51:16.396279
消化系_O2,16 診,王秀伯,1,,13:07,,2017-11-02 15:51:16.396279
呼吸系_O1,17 診,林彥廷,1,,--:--,,2017-11-02 15:51:16.396279
醫師約診_O2,18 診,郭炳宏,1,,--:--,,2017-11-02 15:51:16.396279
心臟血管_O1,19 診,吳卓鍇,1,,14:24,,2017-11-02 15:51:16.396279
醫師約診_O2,20 診,黃瑞仁,1,,13:39,,2017-11-02 15:51:16.396279
消化系_O1,21 診,許文峰,1,,--:--,,2017-11-02 15:51:16.396279
消化系_O2,22 診,楊智欽,1,,--:--,,2017-11-02 15:51:16.396279
消化系_O1,24 診,曾亮瑋,1,,--:--,05;,2017-11-02 15:51:16.396279
消化系_O2,25 診,,0,,--:--,,2017-11-02 15:51:16.396279
睡眠呼吸障礙_O1,26 診,李佩玲,1,,15:06,,2017-11-02 15:51:16.396279
感染症教學診_O5,27 診,陳冠州,1,,11:29,05;,2017-11-02 15:51:16.396279
心臟血管_O1,28 診,賀立婷,1,,--:--,,2017-11-02 15:51:16.396279
高血脂症_O1,31 診,蘇大成,1,,--:--,03;,2017-11-02 15:51:16.396279
呼吸系_O1,32 診,,0,,--:--,,2017-11-02 15:51:16.396279
腎臟科_O1,33 診,黃政文,1,,14:28,,2017-11-02 15:51:16.396279
風濕病/關節炎_O2,34 診,李克仁,1,,--:--,,2017-11-02 15:51:16.396279
醫師約診_O2,35 診,莊志明,1,,--:--,03;,2017-11-02 15:51:16.396279
風濕病/關節炎_O2,36 診,吳政翰,1,,--:--,,2017-11-02 15:51:16.396279
心臟血管_O1,38 診,林柏志,1,,--:--,,2017-11-02 15:51:16.396279
教學門診_O5,39 診,主治醫師,1,,--:--,05;,2017-11-02 15:51:16.396279
教學門診_O5,42 診,王振源,1,,12:40,05;,2017-11-02 15:51:16.396279
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-11-02 15:51:16.396279
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-11-02 15:51:16.396279
感染症_O2,98 診,主治醫師,0,,--:--,,2017-11-02 15:51:16.396279
醫師約診_O2,99 診,主治醫師,0,,--:--,,2017-11-02 15:51:16.396279
