clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
腎泌尿系_O2,01 診,陳永銘,0,22,15:35,,2017-11-03 15:41:52.306581
腎泌尿系_O2,03 診,吳明修,0,16,15:38,,2017-11-03 15:41:52.306581
消化系_O2,04 診,李宣書,0,24,15:22,,2017-11-03 15:41:52.306581
血液病_O2,05 診,黃聖懿,0,,--:--,03;,2017-11-03 15:41:52.306581
血液病_O2,06 診,柯博升,0,14,15:40,,2017-11-03 15:41:52.306581
血液病_O1,07 診,黃泰中,0,11,15:39,,2017-11-03 15:41:52.306581
血液病_O2,08 診,唐季祿,0,19,15:29,,2017-11-03 15:41:52.306581
心臟血管_O1,10 診,葉志凡,0,47,15:40,,2017-11-03 15:41:52.306581
心臟血管_O1,11 診,,0,1,15:40,,2017-11-03 15:41:52.306581
呼吸系_O1,12 診,許嘉林,0,30,15:38,,2017-11-03 15:41:52.306581
消化系_O2,13 診,楊培銘,0,57,15:35,,2017-11-03 15:41:52.306581
消化系_O1,14 診,陳介章,0,28,15:32,,2017-11-03 15:41:52.306581
感染症_O1,15 診,鄭琬豒,0,16,15:26,,2017-11-03 15:41:52.306581
血液病_O1,16 診,蔡承宏,0,10,15:36,,2017-11-03 15:41:52.306581
風濕病/關節炎_O1,17 診,郭佑民,0,43,15:40,,2017-11-03 15:41:52.306581
呼吸系_O1,18 診,陳啟信,0,20,15:29,03;,2017-11-03 15:41:52.306581
醫師約診_O2,19 診,李啟明,0,,14:41,,2017-11-03 15:41:52.306581
內分泌_O2,20 診,邱偉益,0,29,15:39,03;,2017-11-03 15:41:52.306581
心臟血管教學診_O5,22 診,潘恆宇,0,8,15:25,,2017-11-03 15:41:52.306581
消化系_O2,23 診,翁昭旼,0,17,15:36,03;,2017-11-03 15:41:52.306581
血液病_O1,24 診,陳尹愷,0,14,15:37,,2017-11-03 15:41:52.306581
呼吸系_O1,25 診,楊景堯,0,37,15:37,,2017-11-03 15:41:52.306581
感染症_O2,26 診,盛望徽,0,6,13:27,05;,2017-11-03 15:41:52.306581
消化系_O1,27 診,洪俊銘,0,18,15:35,,2017-11-03 15:41:52.306581
腎臟科_O1,28 診,姜文智,0,28,15:40,,2017-11-03 15:41:52.306581
消化系_O1,29 診,鄭祖耀,0,19,15:34,,2017-11-03 15:41:52.306581
心臟血管_O1,30 診,陳文鍾,0,24,15:41,,2017-11-03 15:41:52.306581
內分泌_O2,31 診,張天鈞,0,48,15:36,03;,2017-11-03 15:41:52.306581
心臟血管_O1,32 診,劉言彬,0,31,15:39,,2017-11-03 15:41:52.306581
呼吸系_O1,33 診,黃俊凱,0,17,15:31,,2017-11-03 15:41:52.306581
感染症_O1,34 診,胡婉妍,0,14,15:40,,2017-11-03 15:41:52.306581
新陳代謝_O2,36 診,曾慶孝,0,68,15:38,,2017-11-03 15:41:52.306581
血液病_O1,38 診,林耘曲,0,26,13:38,,2017-11-03 15:41:52.306581
醫師約診_O2,40 診,林亮宇,0,49,15:39,03;,2017-11-03 15:41:52.306581
內分泌_O2,42 診,王治元,0,,--:--,03;,2017-11-03 15:41:52.306581
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-11-03 15:41:52.306581
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-11-03 15:41:52.306581
感染症_O2,98 診,主治醫師,0,,--:--,,2017-11-03 15:41:52.306581
