clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
腎泌尿系_O2,01 診,陳永銘,0,20,16:03,,2017-11-03 16:04:06.297767
腎泌尿系_O2,03 診,吳明修,0,17,15:59,,2017-11-03 16:04:06.297767
消化系_O2,04 診,李宣書,0,24,15:22,,2017-11-03 16:04:06.297767
血液病_O2,05 診,黃聖懿,0,,--:--,03;,2017-11-03 16:04:06.297767
血液病_O2,06 診,柯博升,0,40,16:01,,2017-11-03 16:04:06.297767
血液病_O1,07 診,黃泰中,0,11,15:39,,2017-11-03 16:04:06.297767
血液病_O2,08 診,唐季祿,0,17,16:03,,2017-11-03 16:04:06.297767
心臟血管_O1,10 診,葉志凡,0,40,15:59,,2017-11-03 16:04:06.297767
心臟血管_O1,11 診,,0,46,15:56,,2017-11-03 16:04:06.297767
呼吸系_O1,12 診,許嘉林,0,30,15:38,,2017-11-03 16:04:06.297767
消化系_O2,13 診,楊培銘,0,70,16:03,,2017-11-03 16:04:06.297767
消化系_O1,14 診,陳介章,0,35,16:03,,2017-11-03 16:04:06.297767
感染症_O1,15 診,鄭琬豒,0,23,15:59,,2017-11-03 16:04:06.297767
血液病_O1,16 診,蔡承宏,0,19,15:53,,2017-11-03 16:04:06.297767
風濕病/關節炎_O1,17 診,郭佑民,0,47,16:02,,2017-11-03 16:04:06.297767
呼吸系_O1,18 診,陳啟信,0,15,16:01,03;,2017-11-03 16:04:06.297767
醫師約診_O2,19 診,李啟明,0,,14:41,,2017-11-03 16:04:06.297767
內分泌_O2,20 診,邱偉益,0,32,15:58,03;,2017-11-03 16:04:06.297767
心臟血管教學診_O5,22 診,潘恆宇,0,10,15:59,,2017-11-03 16:04:06.297767
消化系_O2,23 診,翁昭旼,0,9,15:57,03;,2017-11-03 16:04:06.297767
血液病_O1,24 診,陳尹愷,0,16,15:55,,2017-11-03 16:04:06.297767
呼吸系_O1,25 診,楊景堯,0,39,15:58,,2017-11-03 16:04:06.297767
感染症_O2,26 診,盛望徽,0,6,13:27,05;,2017-11-03 16:04:06.297767
消化系_O1,27 診,洪俊銘,0,20,16:01,,2017-11-03 16:04:06.297767
腎臟科_O1,28 診,姜文智,0,34,16:01,,2017-11-03 16:04:06.297767
消化系_O1,29 診,鄭祖耀,0,13,15:57,,2017-11-03 16:04:06.297767
心臟血管_O1,30 診,陳文鍾,0,25,15:56,,2017-11-03 16:04:06.297767
內分泌_O2,31 診,張天鈞,0,53,16:03,03;,2017-11-03 16:04:06.297767
心臟血管_O1,32 診,劉言彬,0,33,15:53,,2017-11-03 16:04:06.297767
呼吸系_O1,33 診,黃俊凱,0,18,15:42,,2017-11-03 16:04:06.297767
感染症_O1,34 診,胡婉妍,0,16,15:50,,2017-11-03 16:04:06.297767
新陳代謝_O2,36 診,曾慶孝,0,70,15:48,,2017-11-03 16:04:06.297767
血液病_O1,38 診,林耘曲,0,26,13:38,,2017-11-03 16:04:06.297767
醫師約診_O2,40 診,林亮宇,0,42,16:00,03;,2017-11-03 16:04:06.297767
內分泌_O2,42 診,王治元,0,,--:--,03;,2017-11-03 16:04:06.297767
醫師約診_O2,46 診,熊育敏,0,,--:--,,2017-11-03 16:04:06.297767
醫師約診_O2,95 診,主治醫師,0,,--:--,,2017-11-03 16:04:06.297767
感染症_O2,98 診,主治醫師,0,,--:--,,2017-11-03 16:04:06.297767
