clinic_name,clinic_no,dr_name,is_close,light_no_show,light_no_time,remark1,timestamp
口腔顎面外科_O2,01 診,楊方瑜,0,,--:--,03;,2017-11-03 13:03:13.809698
口腔顎面外科教學門診_O5,02 診,林鴻穎,0,,--:--,05;,2017-11-03 13:03:13.809698
口腔顎面外科_O2,03 診,住院醫師,1,,--:--,03;,2017-11-03 13:03:13.809698
口腔顎面外科_O2,04 診,住院醫師,1,,--:--,,2017-11-03 13:03:13.809698
口腔顎面外科_O1,05 診,郭生興,1,,12:01,05;,2017-11-03 13:03:13.809698
口腔顎面外科_O2,07 診,陳信銘,1,,--:--,03;,2017-11-03 13:03:13.809698
口腔顎面外科_O2,09 診,彭馨慧,0,,08:07,03;,2017-11-03 13:03:13.809698
補綴_O2,12 診,蕭裕源,1,,--:--,03;,2017-11-03 13:03:13.809698
醫師約診_O2,14 診,張玉芳,1,,11:47,03;,2017-11-03 13:03:13.809698
普通門診_O1,20 診,李明澍,0,,--:--,05;,2017-11-03 13:03:13.809698
普通門診_O1,22 診,,0,,08:50,05;,2017-11-03 13:03:13.809698
醫師約診_O2,23 診,林思洸,1,,--:--,03;05;,2017-11-03 13:03:13.809698
醫師約診_O2,24 診,,0,,--:--,03;,2017-11-03 13:03:13.809698
醫師約診_O2,25 診,林思洸,1,,--:--,03;05;,2017-11-03 13:03:13.809698
醫師約診_O2,26 診,,0,,--:--,05;,2017-11-03 13:03:13.809698
醫師約診_O2,27 診,李明澍,0,,--:--,03;05;,2017-11-03 13:03:13.809698
牙周病_O2,28 診,,0,,--:--,03;04;05;,2017-11-03 13:03:13.809698
牙體復形_O2,31 診,,0,,--:--,03;,2017-11-03 13:03:13.809698
牙髓病治療_O2,36 診,林思洸,1,,--:--,03;,2017-11-03 13:03:13.809698
補綴_O2,44 診,李明澍,0,,--:--,05;,2017-11-03 13:03:13.809698
補綴_O2,46 診,胡家源,0,,--:--,03;,2017-11-03 13:03:13.809698
牙周病_O2,51 診,,0,,--:--,,2017-11-03 13:03:13.809698
齒顎矯正自費門診_O1,59 診,陳羿貞,0,,--:--,04;05;,2017-11-03 13:03:13.809698
齒列矯正_O2,61 診,陳羿貞,0,,--:--,,2017-11-03 13:03:13.809698
特別門診_O2,72 診,江俊斌,0,,--:--,03;,2017-11-03 13:03:13.809698
特別門診_O2,73 診,陳信銘,0,,--:--,03;,2017-11-03 13:03:13.809698
特別門診_O2,74 診,王若松,0,,--:--,03;,2017-11-03 13:03:13.809698
特別門診_O2,75 診,林立德,0,,--:--,03;,2017-11-03 13:03:13.809698
特別門診_O2,76 診,陳韻之,0,,--:--,03;,2017-11-03 13:03:13.809698
